text,label,doc_id
Hindley,ORG,33
Catherine,PERSON,33
Heathcliff,ORG,33
Heathcliff,GPE,33
Catherine,PERSON,33
Nelly,ORG,33
Mum,PERSON,34
Mum,PERSON,34
Mum,PERSON,34
Mum,PERSON,34
Mum,PERSON,34
David P. Zgarrick View Full,PERSON,35
Zgarrick D.P. Zgarrick,PERSON,35
David P.MANAGEMENT239995,PERSON,35
MLA,PERSON,35
Citation Zgarrick DP,PERSON,35
Zgarrick D.P. Zgarrick,PERSON,35
David P,PERSON,35
RIS,ORG,35
Zotero,PERSON,35
EndNote,ORG,35
Medlars ProCite RefWorks,ORG,35
Mendeley,PERSON,35
AUTHOR,ORG,35
Zgarrick,PERSON,35
Acting Dean,PERSON,35
the School of Pharmacy at Northeastern University’s Bouvé College of Health Sciences,ORG,35
BS,ORG,35
the University of Wisconsin,ORG,35
PhD,WORK_OF_ART,35
the Ohio State University,ORG,35
Compassion & Choices,ORG,36
Barbara Coombs Lee,PERSON,36
Redefine,PERSON,36
Barbara’s,PERSON,36
Florida,GPE,37
Seminole County,GPE,37
Henry Brown,PERSON,37
Chericia Brown,PERSON,37
Chericia,PERSON,37
Henry,PERSON,37
Henry,PERSON,37
Henry,PERSON,37
Ann Brocklehurst,PERSON,38
the International Herald Tribune,ORG,38
Berlin,GPE,38
Bonn,GPE,38
Berlin,GPE,38
the Cold War years,EVENT,38
East Berlin’s,GPE,38
Berlin,GPE,38
LinkedIn,GPE,39
Boston,GPE,39
Minnesota,GPE,39
Suffolk University Law School’s Intellectual Property,ORG,39
US,GPE,39
Fresenius,ORG,39
Akorn,ORG,39
US,GPE,39
Kartoffel,ORG,39
Make Sure Customer Service Reps Understand,ORG,40
The Newstead Project,WORK_OF_ART,41
fed,ORG,42
n’t,GPE,42
K9,PERSON,42
Parliament,ORG,43
iPad,ORG,43
WiFi,PERSON,43
the House of Commons,ORG,43
iPad,ORG,43
Commons,ORG,43
Thomas Kosmala,PERSON,44
France,GPE,44
Poland,GPE,44
London,GPE,44
Thomas,PERSON,44
the Signature Collection,ORG,44
London,GPE,44
Menopause,ORG,45
Friend,ORG,46
Direct Debit,ORG,46
Friend,ORG,46
Hippodrome Projects,ORG,46
Birmingham Royal Ballet,ORG,46
Welsh National Opera,ORG,46
MIA,ORG,47
Texas,GPE,48
the Dinner Bell,ORG,48
Barcelona,GPE,49
Tottenham,ORG,49
Onda Cero's,PERSON,49
El Transistor,ORG,49
London,GPE,49
Guardiola,ORG,49
SpursChelsea,ORG,49
UEFA Youth League,ORG,49
Tottenham,GPE,49
Mauricio Pochettino,PERSON,49
Onda Cero,PERSON,49
El Transistor,ORG,49
London,GPE,49
Barcelona,GPE,49
Espanyol,GPE,49
Guardiola,ORG,49
Spurs,PERSON,49
Carles Puyol,PERSON,49
Sergio Ramos,PERSON,49
LaLiga,PERSON,49
England,GPE,49
Spain,GPE,49
Galicia,PERSON,49
Catalunya,GPE,49
Nicholas Allegra,PERSON,50
CNET,ORG,50
UK,GPE,50
Gadget Show,PERSON,50
Jon Bentley,PERSON,50
Hacker,PERSON,50
Dev-Team,ORG,50
iPad,ORG,50
eBay,ORG,50
US,GPE,50
Muse2,PERSON,50
the iPhone Dev Team,ORG,50
Northern Ireland,GPE,51
Knitted,PERSON,51
Northern Ireland-,GPE,51
Militarykit.com,ORG,51
Buy Norse Projects Fall 2011,ORG,51
Reviews,PERSON,51
British Army NI,ORG,51
Northern Ireland Cadets,GPE,51
Collectables,GPE,51
Militaria,GPE,51
Surplus/ Equipment,ORG,51
eBay,ORG,51
XL,ORG,51
N. I. Style,PERSON,51
Size,ORG,51
Black Leather MMA,ORG,51
Aaron Pryor,PERSON,52
Aaron Pryor,PERSON,52
Cincinnati,GPE,52
Ohio,GPE,52
USA,GPE,52
Cincinnati,GPE,52
Ohio,GPE,52
USA,GPE,52
Aaron Pryor Gallery,PERSON,52
Robert Newton,PERSON,52
Boston,GPE,52
Pan American Games Silver Medalist,ORG,52
National Golden Gloves Champion,ORG,52
Thomas Hearns,PERSON,52
Detroit,GPE,52
U.S. Olympic Alternate,EVENT,52
"Career Notes
- Pryor's",WORK_OF_ART,52
Buddy LaRosa,PERSON,52
LaRosa,ORG,52
Pizzeria,GPE,52
Pryor,PERSON,52
Sylvester Stallone's,PERSON,52
Tiger Eye,PERSON,52
Roberto Duran,PERSON,52
Pryor,PERSON,52
Online Advertising,ORG,53
Bing,PERSON,53
Display,PERSON,53
Banner,PERSON,53
Search Advertising,ORG,53
Search Engine Marketing,ORG,53
Display Advertising,ORG,53
Banner Ads,PERSON,53
Display Advertising,ORG,53
"Occupational Education
University",ORG,54
IRB,ORG,54
Thesis Handbook,PERSON,54
Hamby,GPE,54
J.L.,GPE,54
the Applied Biology/Chemistry,ORG,54
Oklahoma,GPE,54
Oklahoma,GPE,54
State University,ORG,54
The Midst Of Their Unfortunate Lives Felt Like Having A Sailboat In The Middle Of A Hurricane,ORG,55
Are Like Thighs: They Stick Collectively,WORK_OF_ART,55
"More So When The Warmth Is On “
- H Birthday Messages For My Sister
- Sister Quotes",WORK_OF_ART,55
quotes,PERSON,55
Hecate,ORG,55
Macbeth,PERSON,55
Vikings,ORG,56
Vikings,ORG,56
Yay,PERSON,56
Josie,PERSON,56
The Liebster Award,ORG,56
this How To Train Your Dragon,WORK_OF_ART,56
U.S.,GPE,57
Bradley Manning,PERSON,57
Iraq,GPE,57
Afghanistan,GPE,57
Manning,PERSON,57
Manning,PERSON,57
NSA,ORG,57
Edward Snowden,PERSON,57
Sanders,ORG,58
Sanders,ORG,58
Sanders,PERSON,58
ExxonMobil,ORG,58
Sanders,ORG,58
Senate,ORG,58
George W. Bush,PERSON,58
Sanders,PERSON,58
the United States,GPE,58
Sanders,PERSON,58
University of California (Berkeley,ORG,58
Emmanuel Saez,PERSON,58
Striking it Richer: The Evolution of Top Incomes,WORK_OF_ART,58
the United States,GPE,58
Housley et al,PERSON,59
Edwards,PERSON,59
Saviour,PERSON,60
ga,ORG,60
ULFA,ORG,61
ULFA (Independent,ORG,61
Global Investors Summit,ORG,61
Ulfa,GPE,61
Paresh Baruah,PERSON,61
Ulfa,GPE,61
Ulfa,GPE,61
Arunodoi Asom,PERSON,61
ULFA,ORG,61
NSCN,ORG,61
"Sri Sri Ravi Shankar
Ravi Shankar",PERSON,61
Guwahati,GPE,61
Khaplang,GPE,61
Assembly,ORG,61
GST,ORG,61
Poonch,GPE,61
Jammu,GPE,61
Selena Gomez,PERSON,62
Disney,ORG,62
Selena Gomez,PERSON,62
Instagram,ORG,62
Taylor Swift,PERSON,62
Selena Gomez,PERSON,62
Instagram,ORG,62
Taylor Swift,PERSON,62
Justin Bieber,PERSON,62
Witches,PERSON,62
King's,ORG,63
Toronto,GPE,63
Karen Stintz,PERSON,63
Dipl,PERSON,63
Toronto,GPE,63
Jane Antoniak,PERSON,63
Karen Stintz,PERSON,63
Baltimore Ravens,ORG,63
Toronto City Hall,ORG,63
Henry,PERSON,63
Baltimore,GPE,63
Stintz,PERSON,63
Eglinton-Lawrence,ORG,63
the Toronto Transit Commission,ORG,63
TTC,ORG,63
Toronto,GPE,63
NDP,ORG,63
Olivia Chow,PERSON,63
Rob Ford,PERSON,63
Ford,PERSON,63
Ford,PERSON,63
Campbell,ORG,65
Campbell,ORG,65
Early Intervention Specialist/Service Coordinator,ORG,66
and/or disorders,PERSON,66
Edwin Koo,PERSON,67
the Unicef Photo of,ORG,67
the ICON de Martell,ORG,67
Cordon Bleu,PERSON,67
Singapore,GPE,67
Edwin,PERSON,67
Streats,PRODUCT,67
The Straits Times,ORG,67
Nepal,PERSON,67
Conceptualizing Inclusive,ORG,68
the Planning Commission,ORG,68
UNDP,ORG,68
UNDP-Planning Commission,ORG,68
New Delhi,GPE,68
the Planning Commission,ORG,68
UNDP,ORG,68
New Delhi,GPE,68
Montek Singh Ahluwalia,PERSON,68
Planning Commission,ORG,68
the Planning Commission,ORG,68
Ebenezer,PERSON,69
Greenville,GPE,69
TX Licensee,PERSON,69
Greenville,GPE,69
Texas,GPE,69
EB-FIELDSCR-12-00004371,ORG,69
Dallas Office,ORG,69
I. INTRODUCTION 1,ORG,69
NAL,ORG,69
Ebenezer,PERSON,69
Greenville,GPE,69
TX,ORG,69
Station KYLP-LP,PERSON,69
Greenville,GPE,69
Texas,GPE,69
Commission,ORG,69
EAS,ORG,69
Iglesia,GPE,69
LOL,ORG,70
Roleystone,ORG,71
Roleystone,ORG,71
Roleystone,ORG,71
Roleystone,ORG,71
Roleystone,ORG,71
Roleystone,ORG,71
Roleystone,ORG,71
AUNE’s Department of Clinical Psychology,ORG,72
Roger Peterson,PERSON,72
the Department of Clinical Psychology,ORG,72
AUNE,PERSON,72
Doro PhoneEasy 618,ORG,73
Consumer Cellular,ORG,73
Doro,ORG,73
Vegan Oriental Dishes,ORG,74
Vegetarian Beef,ORG,74
Vegetarian Chicken,PERSON,74
Stir-Fry Dishes,ORG,74
Filipino Dishes,WORK_OF_ART,74
Cholesterol-Free,ORG,74
Soy,PERSON,74
Amazon Music Unlimited,ORG,75
Healing Power,ORG,75
"the Sacred Woman: Health, Creativity",ORG,75
Lemos,PERSON,75
Lotus Guide Magazine,ORG,75
Page,PERSON,75
Mother Earth,PERSON,75
Light,GPE,75
the Sacred Woman,ORG,75
Eden,PERSON,75
Energy Medicine: Balancing Your Body's Energies for Optimal Health,ORG,75
"Jo
""",PERSON,75
Chat no.5,ORG,76
Jeff Nicholas,PERSON,76
Alan Truscott’s,PERSON,76
’s Chat,PERSON,76
XV,PERSON,76
Chippenham,GPE,76
Wadebridge,WORK_OF_ART,76
Wadebridge,WORK_OF_ART,76
XV,ORG,76
Pirates Amateurs,ORG,76
Peninsular Medics,ORG,76
Plymouth,ORG,76
Merit Table,ORG,76
Truro,ORG,76
Walcot,GPE,76
Holiday Party,ORG,77
Good Host,PERSON,77
N.Y.,GPE,77
"the New York Insurance Association, Inc.",ORG,77
NYIA,ORG,77
New York,GPE,77
Ellen Melchionn,PERSON,77
smart meters,PERSON,78
Ralph,PERSON,78
smart meter,PERSON,78
smart meter,PERSON,78
Chuck,PERSON,78
Smart Meters,PERSON,78
Ralph,PERSON,78
Allan,PERSON,78
Rudolf Steiner,PERSON,78
Bærum,GPE,78
Norway,GPE,78
UFC,ORG,79
Brazil,GPE,79
UFC 142,ORG,79
FX,ORG,79
MMAWeekly.com,ORG,79
FX,ORG,79
Spike TV,ORG,79
FX,ORG,79
UFC 142,ORG,79
Brazil,GPE,79
Thiago Tavares,ORG,79
Sam Stout,PERSON,79
Paulo Thiago,PERSON,79
Mike Pyle,PERSON,79
Stanislav Nedkov,PERSON,79
Rob Broughton,PERSON,79
Ednaldo Oliveira,PERSON,79
Felipa Arantes,PERSON,79
Antonio Carvalho,PERSON,79
Michihiro,GPE,79
Omigawa,PERSON,79
Yuri Alcantara,PERSON,79
Aldo,PERSON,79
Mendes,PRODUCT,79
FX,ORG,79
Damon Martin,PERSON,79
UFC News,ORG,79
Journey,ORG,80
Tech,ORG,80
Art Schools,PERSON,80
"Giving, Inspiring and Growing
Give",ORG,80
Aspen,GPE,81
The Aspen Times,ORG,81
marijuana,PERSON,81
Scientific Reports,ORG,81
marijuana,PERSON,81
marijuana,PERSON,81
Bell,ORG,82
Gemmell,PERSON,82
John Buchanan,PERSON,82
the Avondale Presbyterian Church,ORG,82
John Shedden Adam,PERSON,82
Bell,ORG,82
the Whau Public Hall Committee,ORG,82
the Highway District Board,ORG,82
Gemmell,ORG,82
Buchanan,PERSON,82
the Auckland Agricultural & Pastoral Show,ORG,82
kip,ORG,82
Rob Taylor,PERSON,83
Grocery Bag,PERSON,84
Ebay,ORG,85
Ebay,ORG,85
UPS,ORG,85
Rebekah,PERSON,85
don,PERSON,85
Lynette Nyman,ORG,87
Red Cross Staff,ORG,87
Twin Cities Area Chapter,ORG,87
the Whittier Co-op,ORG,87
Minneapolis,GPE,87
Calvary Church,ORG,87
Blaisdell Avenue,ORG,87
Matt Gresham,PERSON,87
Gresham,PERSON,87
Gresham,PERSON,87
the Red Cross,ORG,87
Sharon Madigan,PERSON,87
Found,WORK_OF_ART,88
the Angel & Faith Season,ORG,88
Joss Whedon,PERSON,88
Amy,PERSON,88
Angel,PERSON,88
Magic Town,PRODUCT,88
Riley,ORG,88
"What You Want, Not What You Need",WORK_OF_ART,88
Who Are You,WORK_OF_ART,88
Faith,ORG,88
Buffy,ORG,88
Amy Madison,PERSON,88
"Riley Finn
- Samantha Finn
-",PERSON,88
Willow Rosenberg,PERSON,88
London,GPE,88
Vine,PERSON,89
Twitter,PERSON,89
Tribeca Film Festival,PERSON,89
DRAMA,PERSON,89
Jonathan Gold,PERSON,91
Palsaik Samgyeopsal,PERSON,91
Koreatown,ORG,91
Ali Al Tajali2,PERSON,92
Adolescent Psychiatrist,PERSON,92
Shuwaikh,PERSON,92
State of Kuwait,ORG,92
Adult Psychiatrist,PERSON,92
Neuromodulation Unit,ORG,92
Kuwait Centre for Mental Health,ORG,92
Shuwaikh,PERSON,92
State of Kuwait,ORG,92
Naguy N,ORG,92
Mirtazapine-Galantamine Combo,ORG,92
Tackles Behavioral Facets,ORG,92
al,PERSON,92
the Creative Commons Attribution License,ORG,92
"Autism-Open Access
Autism",EVENT,92
Mirtazapine,ORG,92
"Galantamine
Autism Spectrum Disorders",PERSON,92
Park City,GPE,94
Park City,GPE,94
Edgar Allen Poe,PERSON,95
Fox’s,ORG,95
Whodunit,ORG,95
Kevin Bacon,PERSON,95
Ryan Hardy,PERSON,95
FBI,ORG,95
Hardy,ORG,95
New York - FREE,GPE,96
Apply for Initial Salesperson License,WORK_OF_ART,96
NYS,ORG,96
Light Blonde Pixie Haircut,ORG,97
Haribabu Kommi,PERSON,98
0001-Change-Create-Access,ORG,98
API,ORG,98
storageAm,ORG,98
Venue One,ORG,99
Chicago,GPE,99
West Loop,GPE,99
CTA’s Green and Pink Lines,ORG,99
Divvy,PERSON,99
"Hotel Information
Our",ORG,99
Silversmith Hotel & Suites,ORG,99
the CTA Green,PRODUCT,99
Ticket & Event Policies,ORG,99
Ross,PERSON,100
Ross,PERSON,100
Gainesville,PERSON,100
Gators,ORG,100
Ross,PERSON,100
Florida,GPE,100
Kacy,ORG,100
Ross,PERSON,100
Jesus Christ,PERSON,100
Ross,PERSON,100
Kacy,PERSON,100
the School of Communications,ORG,101
Media,ORG,101
Arts,ORG,101
Centennial,ORG,101
Centennial,ORG,101
Talbot Hidden,PERSON,102
the Department of French,ORG,102
the University of Illinois,ORG,102
Urbana-Champaign,ORG,102
Honors Program,ORG,102
Department,ORG,102
St. Francis College,ORG,102
the University of New England,ORG,102
Brown University,ORG,102
QuÃ,ORG,102
Stendhal,PERSON,102
Medieval Latin,PERSON,102
Classical Greek,ORG,102
Reading Nelligan,PERSON,102
Steel,ORG,103
Iron,ORG,103
UW Whitewater,PERSON,104
"Whitewater,",GPE,104
Wisconsin,GPE,104
Milwaukee,GPE,104
UW Whitewater,PERSON,104
UW Whitewater,PERSON,104
Adult Student Connection,ORG,104
Adult Student Connection,ORG,104
Pan Hellenic Council,ORG,104
Sigma Alpha Lambda,PERSON,104
Cru (Faith-Related Organization,ORG,104
National Society of Leadership,ORG,104
Success,ORG,104
Homecoming Week,EVENT,104
Campus Welcome Week,ORG,104
Valentine’s Day-ing,PERSON,105
baki,GPE,105
Arrested Development,ORG,106
Jason Bateman-given,PERSON,106
America,GPE,106
COMPLETELY FUCKING RUINED,PERSON,106
Mitch Hurwitz,PERSON,106
Nooooooo,ORG,106
OBAMA,PERSON,106
Arrested Develop,ORG,106
BabyFur,ORG,107
BabyFur,ORG,107
Babyfur,GPE,107
Dresses,ORG,107
Onesies,ORG,107
Pajamas,PERSON,107
Mittens,PERSON,107
Ning,PERSON,108
CSS,ORG,108
Ning Creators Social Network,ORG,108
CSS,ORG,108
Kos,PERSON,108
Diane,PERSON,108
Ning,PERSON,108
CSS,ORG,108
CSS,ORG,108
Group,ORG,108
Company,ORG,108
Dognip,ORG,109
~Langela,PERSON,109
Ginny,PERSON,109
Arizona,GPE,109
The Fairport Public Library,ORG,110
Fairport Village Landing,ORG,110
Intenet,ORG,110
Tori Reilly,PERSON,110
Reilly,PERSON,110
Library,PERSON,110
Library,PERSON,110
Pinnacle Point Resort Accommodation,ORG,111
Pinnacle Point,ORG,111
Pinnacle Point Estat,ORG,111
Pinnacle Point Golf Estate,ORG,111
"Parking
Accommodation",WORK_OF_ART,111
Pinnacle Point,ORG,111
Pinnacle Point,ORG,111
Golf Lodge,PERSON,111
Pinnacle Point,ORG,111
Golf Lodge,PERSON,111
Pinnacle Point,ORG,111
Golf Lodge,PERSON,111
HP,ORG,112
Forum Solvedwhat,PERSON,112
Lenovo,ORG,112
the Illinois General Assembly,ORG,112
Intel Core,ORG,112
Lenovo Photos,ORG,112
Cyberlink PowerDirector,PERSON,112
Cyberlink PhotoDirector,ORG,112
Microsoft Office,ORG,112
McAfee LiveSafe,PERSON,112
Lenovo,ORG,112
VeriFace,ORG,112
Bing,PERSON,112
Office 365,ORG,112
Damascus,GPE,113
Spain,GPE,113
Madrid,GPE,113
Bashar al-Assad,PERSON,113
Mrs AH,ORG,113
Ananda Meditation Group,ORG,114
Yogananda,GPE,114
Divine Mother’s,ORG,114
Guru,PERSON,114
"Date of Birth: Unknown
State",WORK_OF_ART,115
Sweepstakes,PERSON,115
Melbourne,GPE,116
Victoria,GPE,116
Touring Options,WORK_OF_ART,116
"Great Value
Flights,",ORG,116
"Hotels & Touring Options
Peace of Mind",ORG,116
"ABTA Protected
Low Deposit",ORG,116
"Melbourne Hotels
Hotels",ORG,116
Melbourne,GPE,116
Australia,GPE,116
"Melbourne
Batman's",ORG,116
Hill - Melbourne,ORG,116
the Melbourne Aquarium,ORG,116
the Southern Cross Railway Station,ORG,116
Melbourne,GPE,116
the Jasper Hotel,ORG,116
Benedict XVI,PERSON,117
Istanbul,GPE,117
ISTANBUL,GPE,117
Turkey,GPE,117
Benedict XVI,PERSON,117
the Ecumenical Patriarchate,ORG,117
Istanbul,GPE,117
Benedict,PERSON,117
Constantinople,ORG,117
Istanbul,GPE,117
Ecumenical Patriarch Bartholomew,PERSON,117
Country,GPE,117
Orthodox-Catholic Relations,ORG,117
Benedict XVI,PERSON,117
Istanbul,GPE,117
Xtra,ORG,118
the Toronto Alternative Art Fair International,ORG,118
TAAFI,ORG,118
Toronto International Art Fair,ORG,118
TAAFI,ORG,118
TIAF,ORG,118
Yorkville,GPE,118
TAAFI,ORG,118
Gladstone,PRODUCT,118
Drake Hotels,PERSON,118
Beaver,PERSON,118
Parkdale,ORG,118
Andrew Harwood,PERSON,118
John McLachlin,PERSON,118
Will Munro,PERSON,118
Dorothy,PERSON,119
Dorothy,PERSON,119
Liz,PERSON,119
Liz,PERSON,119
Dorothy,PERSON,119
Liz,PERSON,119
Red,ORG,119
Vengsarkar,PERSON,120
Kapil Dev,PERSON,120
Arjuna Award,PERSON,120
Wisden,GPE,120
WI 7,ORG,120
WI 7,ORG,120
Dilip Balwant Vengsarkar,PERSON,120
Rajapur,GPE,120
Maharastra,GPE,120
New Zealand,GPE,120
India,GPE,120
MR.Kapil,PERSON,120
India,GPE,120
ELF,ORG,120
Academy,ORG,120
Mumbai Cricket Association,ORG,120
Talent Resource Development,ORG,120
Japan,GPE,121
New Zealand,GPE,121
Hawaii,GPE,121
Hawaii,GPE,121
Aloha,ORG,121
MultiTarget -Version 1.1.12 -Source,ORG,122
Package,ORG,122
Visual Studio,PERSON,122
Install-Package BIT.Sqlite,ORG,122
PackageReference,ORG,122
XML,PRODUCT,122
"PackageReference Include=""BIT.Sqlite",ORG,122
NuGet,ORG,122
NuGet,ORG,122
SQLite,ORG,122
XPO,ORG,122
Android,ORG,122
UWP,GPE,122
NuGet,ORG,122
Apple,ORG,123
OS X Mavericks,ORG,123
Mac,PERSON,123
Software Update,ORG,123
Apple's Developer Center,ORG,123
Apple,ORG,123
Non-Disclosure Agreement,ORG,123
NDA,ORG,123
GM,ORG,123
DP6,GPE,123
New Hampshire Paper,GPE,124
Run Gay Marriage Announcement,ORG,124
Run Gay Marriage Announcement,ORG,124
Obama,PERSON,124
Chuck Studios,ORG,125
Shamo,ORG,126
Shamo,WORK_OF_ART,126
Japan,GPE,126
Ko Shamo,PERSON,126
Nankin Shamo,ORG,126
Nankin,GPE,126
Shamo,WORK_OF_ART,126
Yamato,ORG,126
SHAMO,ORG,126
Shamo,ORG,126
Chu Shamo,PERSON,126
Julia Keeling,ORG,126
Judith of the Style Crone's,PERSON,128
Curtis,ORG,128
Curt,PERSON,128
Curt,GPE,128
SassyVamp Desiree,ORG,128
Wyndham,GPE,129
Ningbo,GPE,129
Howard Johnson,PERSON,129
Ningbo,GPE,129
Ningbo,GPE,129
Ningbo,GPE,129
Howard Johnson,PERSON,129
Ningbo,GPE,129
Non Smoking,PERSON,129
Non Smoking,PERSON,129
"Non Smoking
- Business Room",ORG,129
Ningbo,GPE,129
Howard Johnson,PERSON,129
Ningbo,GPE,129
Ningbo,GPE,129
Haishu,GPE,129
Ningbo Gu Storey - 20,PERSON,129
Tian Yi Square - 25,PERSON,129
